WKT,Latitude,Longitude,Name,Category,Time,Description,Classification
POINT (127.01232 37.63684800000001),37.6368480,127.01232,Maju Story,Cafe,"14:00 - 21:00. Closed on Sundays, Mondays.",Vegetarian Cafe.,Vegetarian restaurant
POINT (126.923146 37.5596486),37.5596486,126.923146 ,Plant Cafe,Cafe,11:00 - 22:00. Closed on Mondays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.994229 37.5330759),37.5330759,126.994229 ,Plant Cafe,Cafe,11:00 - 22:00. Closed on Mondays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.0049253 37.5877391),37.5877391,127.0049253,Achemi,Cafe,12:00 - 21:00. Closed on Mondays.,Vegetarian Cafe. Ice cream,Vegetarian restaurant
POINT (126.9938939 37.5624802),37.5624802,126.9938939,Chungmu Kalguksu,Korean,11:00 - 20:00. Closed on Sundays.,Vegetarian Restaurant. Kalguksu.,Vegetarian restaurant
POINT (126.981066 37.5580641),37.5580641,126.981066 ,Overte,Cafe,08:00 - 20:00. Closed on Sundays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9859262 37.559273),37.559273,126.9859262,Vegan Kitchen,Korean,10:30 - 22:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.902188 37.5536932),37.5536932,126.902188 ,Fern by Bad Carat,Western,12:00 - 15:00. 17:00 - 20:30.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9050056 37.5549558),37.5549558,126.9050056,Alternative kitchen Pul,Western,11:00 - 20:00.,Vegetarian Restaurant. Brunch and seasonal natural dinner,Vegetarian restaurant
POINT (126.9579029 37.5390908),37.5390908,126.9579029,Little Gangster,Western,11:00 - 15:00. 17:00 - 21:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.0078999 37.5344703),37.5344703,127.0078999,Vegi Weekend,Western,Wed - Sat 09:00 - 16:00. Sun 11:30 - 17:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9942656 37.5337862),37.5337862,126.9942656,Breghetti,Western,11:30 - 21:30.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9307364 37.5679473),37.5679473,126.9307364,Vegan & Beyond,Western,11:00 - 21:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.8961909 37.5771951),37.5771951,126.8961909,Jum.jum.jum.jum.jum.jum,Western,"11:30 - 16:00. Fri - Sun - 22:00. Closed on Mondays, Tuesdays.",Vegetarian Restaurant. Course menu. Reservation required.,Vegetarian restaurant
POINT (127.0540114 37.53950409999999),37.5395040,127.0540114,Cosmos Store,Cafe,Sun - Tue 11:00 - 20:00. Wed - Sat - 22:00.,Vegetarian Cafe.,Vegetarian restaurant
POINT (127.0400354 37.5187356),37.5187356,127.0400354,Style Vegan,Western,11:30 - 22:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.0059544 37.586968),37.586968,127.0059544,369 Village cafe,Cafe,10:00 - 19:00. Weekends 08:00 - 20:00.,369 Village Social Cooperative Cafe Masil,Vegetarian restaurant
POINT (126.7760407 37.67190489999999),37.6719048,126.7760407,Thanks Vegan,Western,"11:00 - 19:00. Closed on Tuesdays, Wednesdays.",Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9021702 37.6607953),37.6607953,126.9021702,Foodeome Samsong,Western,Wed-Sun 11:00 - 20:00. Breaktime 15:00 - 16:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.7509897 37.668933),37.668933,126.7509897,9Ssal Bread,Cafe,11:30 - 20:00. Closed on Tuesdays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (127.259602 36.4834971),36.4834971,127.259602 ,Green Feast,Western,10:30 - 14:30. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.047342 37.47693929999999),37.4769392,127.047342 ,Vege Green,Western,12:00 - 21:00. Breaktime 14:30 - 18:00.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (126.7745789 34.6394905),34.6394905,126.7745789,Doban,Korean,11:30 - 21:00. Breaktime 14:30 - 17:00.,Vegetarian Restaurant. Korean temple food.,Vegetarian restaurant
POINT (126.9963547 37.5623216),37.5623216,126.9963547,Chungmuro Kalguksu,Korean,11:00 - 20:00. Closed on Sundays.,Vegetarian Restaurant. Noodle Soup(Kalguksu),Vegetarian restaurant
POINT (129.0602965 35.1523228),35.1523228,129.0602965,City Farmhouse Cafe,Cafe,10:00 - 22:00 Weekends 11:00 - .,Vegetarian menus available.,Vegetarian restaurant
POINT (129.0425808 35.09293229999999),35.0929322,129.0425808,Arp,Western,11:30 - 20:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9817021 37.5731321),37.5731321,126.9817021,Seungso,Korean,11:00 - 19:00. Breaktime 14:30 - 16:30.,Vegetarian Restaurant. Korean temple food.,Vegetarian restaurant
POINT (126.9174344 37.5486099),37.5486099,126.9174344,La pause,Cafe,12:00 - 22:00.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9094439 37.5635333),37.5635333,126.9094439,My little mountain,Western,"11:00 - 19:00. Closed on Tuesdays, Wednesdays.",Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.0566251 37.5376689),37.5376689,127.0566251,Slunch Factory,Western,11:30 - 21:00. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9241053 37.5650724),37.5650724,126.9241053,Slunch Factory,Western,12:00 - 23:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9068719 37.5520304),37.5520304,126.9068719,Chez Valerie,Western,Fri - Sun 12:00 - 21:00. Breaktime 15:30 - 17:30.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9132015 37.5692344),37.5692344,126.9132015,Vegan Daum,Cafe,"12:00 - 18:30. Closed on Mondays, Tuesdays.",Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.9046211 37.555568),37.555568,126.9046211,PyeongHyeong,Cafe,11:00 - 20:00. Closed on Mondays.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9187427 37.5565726),37.5565726,126.9187427,Cafe Sun,Cafe,Weekdays 11:00 - 15:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9283014 37.5534162),37.5534162,126.9283014,A Piece Of,Cafe,Weekdays 10:30 - 19:30. Weekends 11:00- .,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9327585 37.5570445),37.5570445,126.9327585,Vegiming Bake,Cafe,Thu-Sat 12:00 - 19:00. Sun -18:00.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9140014 37.5574759),37.5574759,126.9140014,Holy Market,Cafe,,Vegetarian Pop-up Store,Vegetarian restaurant
POINT (126.9253075 37.5629074),37.5629074,126.9253075,Home Bush,Western,,Vegetarian Restaurant. Reservation required.,Vegetarian restaurant
POINT (126.9325002 37.5684972),37.5684972,126.9325002,Alt,Cafe,10:00 - 20:00. Weekends - 21:00.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9444823 37.5553725),37.5553725,126.9444823,Down To Earth Vakery,Cafe,"11:00 - 22:00. Closed on Tuesdays, Wednesdays.",Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9221785 37.5654451),37.5654451,126.9221785,Jigu Jegwa,Cafe,Thu - Sat 12:00 - 20:00. Sun - 19:00.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.9061238 37.5546725),37.5546725,126.9061238,Bgomi,Cafe,12:00 - 19:00. Weekends - 20:30. Closed on Tuesdays.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9176832 37.5668051),37.5668051,126.9176832,Jigushop Grocery,Western,12:00 - 19:00. Closed on Mondays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.1062969 37.5067027),37.5067027,127.1062969,Veganature,Cafe,10:00 - 22:00.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (127.0668937 37.5342142),37.5342142,127.0668937,E-roun Jegwa,Cafe,,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.9474496 37.5557338),37.5557338,126.9474496,Sunny Bowl,Western,11:00 - 22:00. Breaktime 15:00 - 16:30. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9442883 37.5578585),37.5578585,126.9442883,Gyejeoleu Moksori,Cafe,10:00 - 22:00. Weekends 11:00 - 23:00.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9617231 37.5624675),37.5624675,126.9617231,Vegan Erae,Cafe,12:00 - 18:00. Friday - 20:00. Closed on Weekends.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.9451325 37.55831380000001),37.5583138,126.9451325,Coffeedoga Heritage,Cafe,11:00 - 21:00. Weekends 13:00 - .,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.943697 37.5593197),37.5593197,126.943697 ,Florus,Cafe,12:00 - 18:00. Closed on Sundays.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.98769 37.5393588),37.5393588,126.98769,Plantica,Cafe,,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.9851739 37.57468539999999),37.5746853,126.9851739,Vegan Moonbird,Cafe,12:00 - 21:00. Closed on Tuesdays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.961795 37.524687),37.524687,126.961795 ,Ferments,Western,12:00 - 23:00. Fri - Sat - 24:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.0253171 37.5093687),37.5093687,127.0253171,Vampire Chicken,Korean,16:00 - 22:30. Mon 17:00 - .,Vegetarian Restaurant. Fried Chicken,Vegetarian restaurant
POINT (126.9237902 37.5764762),37.5764762,126.9237902,Cafe Yeorm,Cafe,Mon-Thu 13:00 - 19:00. Sun 12:00 - 18:00.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (126.907647 37.5556802),37.5556802,126.907647 ,Darc.En.Ciel,Western,12:00 - 21:00. Breaktime 15:00 - 17:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9070432 37.5517832),37.5517832,126.9070432,GREENEE,Western,Open after Dec 1.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.0628275 37.5885297),37.5885297,127.0628275,Chorok Ddeul,Korean,11:00 - 20:00. Closed on Saturdays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.9255137 37.6156627),37.6156627,126.9255137,Veganchan,Korean,12:00 - 21:00. Breaktime 15:00 - 17:30.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (126.9709678 37.5728735),37.5728735,126.9709678,Jaha,Cafe,11:00 - 18:00. Closed on Mondays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9284689 37.5751488),37.5751488,126.9284689,Bottle Lounge,Cafe,10:00 - 21:00. Closed on Mondays.,Vegetarian Dessert Cafe,Vegetarian restaurant
POINT (127.0426814 37.47625379999999),37.4762537,127.0426814,Ilsang,Korean,Mon - Fri 11:30 - 20:00. Sat - 14:30. Breaktime 14:30 - 17:30.,Vegetarian Restaurant. Korean temple food.,Vegetarian restaurant
POINT (127.0973173 37.5987531),37.5987531,127.0973173,Hyeongjae Ddeokjip,Cafe,07:00 - 21:30. Sun - 19:00.,Vegetarian Cafe. Rice cake.,Vegetarian restaurant
POINT (127.040122 37.47649970000001),37.4764997,127.040122 ,Plant O,Cafe,Wed - Sat 11:30 - 21:00. Sun 11:00 - 16:00.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9267038 37.5119133),37.5119133,126.9267038,Sweetdeo,Cafe,10:00 - 19:00. Closed on Weekends.,Vegetarian Cafe.,Vegetarian restaurant
POINT (127.0440476 37.5232913),37.5232913,127.0440476,The Better Vecchia Nuovo,Western,,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.023236 37.5198255),37.5198255,127.023236 ,Arket,Cafe,11:00 - 20:00.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9769388 37.4749676),37.4749676,126.9769388,Hugge Life,Cafe,10:00 - 22:00. Closed on Tuesdays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.8952394 35.5293105),35.5293105,126.8952394,Jayeoni Juneun Haengbok,Korean,11:00 - 20:00. Sun - 15:00. Breaktime 15:00 - 17:00. Closed on Mondays.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (126.9709459 35.9614523),35.9614523,126.9709459,Namhan Sanseong,Korean,10:00 - 21:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.1062834 35.7793646),35.7793646,127.1062834,Pullkkot Saesang,Western,11:30 - 20:30. Weekdays Breaktime 15:00 - 17:00.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (127.1328071 35.83938560000001),35.8393856,127.1328071,Gamloheon,Korean,11:30 - 21:00. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.1403583 35.8203234),35.8203234,127.1403583,Letter of light,Cafe,11:30 - 21:00. Closed on Sundays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.8960758 35.1304558),35.1304558,126.8960758,HaeTtenunjip,Chinese,11:40 - 20:00. Fri - 15:00. Closed on Saturdays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.8998341 35.1316375),35.1316375,126.8998341,Salim Classic,Western,11:30 - 20:00. Fri - 14:30. Breaktime 14:30 - 15:30. Closed on Saturdays.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (126.9466168 35.13188540000001),35.1318854,126.9466168,Sujata,Korean,11:30 - 15:00.,Vegetarian Restaurant. Buffet. Korean temple food.,Vegetarian restaurant
POINT (127.4881285 36.1124428),36.1124428,127.4881285,Dareum,Cafe,11:00 - 20:30. Closed on Wednesdays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.4286698 34.79430060000001),34.7943006,126.4286698,Dameun Haneulchae,Korean,11:30 - 15:00. Closed on Sundays.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (127.4045907 36.3966884),36.3966884,127.4045907,Yeobeop Bapsang,Korean,11:00 - 14:00. Closed on Weekends.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.3809774 34.7865305),34.7865305,126.3809774,Choiso Hankki,Korean,11:30 - 20:00. Breaktime 15:00 - 17:00. Closed on Tuesdays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.4392986 36.6310067),36.6310067,127.4392986,Yeonu,Cafe,11:00 - 19:00. Closed on Weekends.,Vegetarian Cafe.,Vegetarian restaurant
POINT (127.964105 35.6373203),35.6373203,127.964105 ,Vegenarang,Korean,12:00 - 21:00. Breaktime 15:00 - 18:00. Closed on Mondays.,Vegetarian Restaurant. Reservation required.,Vegetarian restaurant
POINT (127.1182931 36.9926767),36.9926767,127.1182931,Bisyop,Cafe,Wed - Sat 10:30 - 20:00. Sun 12:00 - 19:00.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (128.1615501 36.4063902),36.4063902,128.1615501,Deulbapsang,Korean,11:00 - 21:00. Closed on Sun.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.0611514 37.2020213),37.2020213,127.0611514,Knock Knock,Cafe,09:00 - 19:00. Closed on Mondays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.9434662 37.2632961),37.2632961,126.9434662,Tteul Ahn Chae,Korean,11:30 - 20:30. Breaktime 15:00 - 17:30.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (127.0626304 37.2743459),37.2743459,127.0626304,Dusugobang,Korean,11:30 - 19:30. Breaktime 15:00 - 17:00.,Vegetarian Restaurant. Korean temple food. Reservation required.,Vegetarian restaurant
POINT (127.0725465 37.2736649),37.2736649,127.0725465,Retro 33,Cafe,11:30 - 22:00. Breaktime 15:00 - 17:00. Closed on Mondays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.1076993 37.2966718),37.2966718,127.1076993,Ddeul Ahn Chae,Korean,12:00 - 14:40. Closed on Mondays.,Vegetarian Restaurant. Buffet.,Vegetarian restaurant
POINT (128.618239 35.8116855),35.8116855,128.618239 ,Sujata,Korean,Operating hours are variable. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (128.6160775 35.8811608),35.8811608,128.6160775,Loving Hut,Korean,11:30 - 18:30. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (127.1133835 37.3720772),37.3720772,127.1133835,Oldie,Cafe,10:30 - 18:00. Closed on Mondays.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.7119182 37.4511887),37.4511887,126.7119182,Sujeong Naengmyeon,Korean,10:00 - 20:00.,Vegetarian Restaurant. Naengmyeon,Vegetarian restaurant
POINT (128.5665829 35.19510069999999),35.1951006,128.5665829,Nextmeal,Cafe,,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.7806967 37.4999692),37.4999692,126.7806967,Vegan Table in Oct,Western,11:00 - 19:00. Closed on Tuesdays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.6258954 37.52114899999999),37.5211489,126.6258954,Liim,Western,10:00 - 21:00. Weekends 11:00 - Breaktime 15:00 - 17:30.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (128.6964851 34.9898987),34.9898987,128.6964851,Gwanpo 60 ,Cafe,11:00 - 17:00. Closed on Thursdays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.703882 37.6825713),37.6825713,126.703882 ,Gusanjeong,Korean,10:30 - 16:00. Closed on Sundays.,Vegaetarian Restaurant. CheongGukJang(Extra-strong fermented soybean paste stew).,Vegetarian restaurant
POINT (126.3013913 37.6921368),37.6921368,126.3013913,Cafe Moment of Moment,Cafe,11:00 - 20:00.,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.5127024 37.7234873),37.7234873,126.5127024,Dolmen Bakery,Cafe,10:00 - 20:00. Closed on Fridays.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (126.7294968 37.7335554),37.7335554,126.7294968,Byeolranvegan,Cafe,10:30 - 20:30. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.0262623 35.2114908),35.2114908,129.0262623,Pyeonhan Jipbab,Korean,11:30 - 19:00. Breaktime 15:00 - 17:00. Closed on Mondays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.0199698 35.1119341),35.1119341,129.0199698,Soban Sikdang,Korean,"11:30 - 20:00. Closed on Sundays, Wednesdays.",Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.034798 35.10459999999999),35.1045999,129.034798 ,Obuthan,Korean,11:00 - 21:00. Breaktime 14:00 - 18:00. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.0856661 35.2374058),35.2374058,129.0856661,NaUta Cafe,Cafe,12:00 - 20:00. Breaktime 15:00 - 17:00. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.058272 35.1535569),35.1535569,129.058272 ,Dajeon,Cafe,12:00 - 20:00. Breaktime 15:00 - 17:00. Closed on Sundays.,Vegetarian Cafe.,Vegetarian restaurant
POINT (129.1067567 35.1831241),35.1831241,129.1067567,Yaein,Western,12:00 - 22:00. Closed on Sundays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.1110034 35.1727615),35.1727615,129.1110034,April and May 45,Cafe,10:00 - 17:30.,Vegetarian Cafe.,Vegetarian restaurant
POINT (129.1095388 35.1414881),35.1414881,129.1095388,Ecotopia,Western,11:00 - 19:00. Sun 10:00 - 15:00. Closed on Mondays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.114 35.1519502),35.1519502,129.114,Hanmmin's,Western,"Closed on Mondays, Tuesdays.",Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.1185088 35.1564414),35.1564414,129.1185088,Love Earth,Western,11:30 - 15:00. 17:00 - 20:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.8138687 33.55906760000001),33.5590676,126.8138687,Chilbuneu O,Western,11:00 - 20:00. Wed 12:00 - 16:00. Closed on Thursdays.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.8373547 33.5373255),33.5373255,126.8373547,Tom Tom Curry,Western,11:00 - 20:00. Breaktime 15:00 - 17:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.1595149 35.1596696),35.1596696,129.1595149,DoHyeonDang,Cafe,09:00 - 21:00. Weekends 08:00 - 20:00.,Vegetarian Bakery Cafe.,Vegetarian restaurant
POINT (129.1638318 35.1626109),35.1626109,129.1638318,HOME Bistro,Western,Wed - Sun 11:00 - 17:00.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (129.2613578 35.5435023),35.5435023,129.2613578,LuvingHut,Korean,11:00 - 19:30. Closed on Weekends.,Vegetarian Restaurant.,Vegetarian restaurant
POINT (126.8115779 33.49468519999999),33.4946851,126.8115779,Jeju Sonyeo,Cafe,,Vegetarian Cafe.,Vegetarian restaurant
POINT (126.5333283 33.50341449999999),33.5034144,126.5333283,Hey Greek,Cafe,10:30 - 19:00. Closed on Saturdays.,Vegetarian Cafe.,Vegetarian restaurant
